Money Line,,Run Line,,Total,,1st Half (5 Inn.),,2nd Half,,,,
6-Apr,12:25pm,SFO-138,MIL+128,MIL-140,SFO+120,9 -110,9 -110,SFO-140,MIL+120,SFO-125,MIL+105,0027.csv
6-Apr,12:35pm,SFO-137,MIL+127,MIL-140,SFO+120,8.5 -125,8.5 +105,SFO-140,MIL+120,SFO-125,MIL+105,0027.csv
6-Apr,12:55pm,SFO-138,MIL+128,MIL-140,SFO+120,9 -105,9 -115,SFO-140,MIL+120,SFO-125,MIL+105,0027.csv
6-Apr,1:00pm,SFO-140,MIL+130,MIL-140,SFO+120,9 -105,9 -115,SFO-135,MIL+115,SFO-125,MIL+105,0027.csv
6-Apr,1:00pm,SFO-140,MIL+130,MIL-140,SFO+120,9 -105,9 -115,SFO-140,MIL+120,SFO-125,MIL+105,0027.csv
6-Apr,1:05pm,SFO-140,MIL+130,MIL-140,SFO+120,9 -105,9 -115,SFO-140,MIL+120,SFO-125,MIL+105,0027.csv
6-Apr,1:20pm,SFO-137,MIL+127,MIL-140,SFO+120,9 -105,9 -115,SFO-140,MIL+120,SFO-125,MIL+105,0027.csv
6-Apr,1:25pm,SFO-137,MIL+127,MIL-140,SFO+120,9 -105,9 -115,SFO-135,MIL+115,SFO-125,MIL+105,0027.csv
6-Apr,1:30pm,SFO-137,MIL+127,MIL-140,SFO+120,9 -105,9 -115,SFO-135,MIL+115,SFO-125,MIL+105,0027.csv
6-Apr,1:35pm,SFO-137,MIL+127,MIL-140,SFO+120,9 -110,9 -110,SFO-135,MIL+115,SFO-125,MIL+105,0027.csv
5-Apr,12:25pm,TEX-130,SEA+120,,,9 +100,9 -120,,,,,0028.csv
5-Apr,12:30pm,TEX-123,SEA+113,,,9 +100,9 -120,,,,,0028.csv
5-Apr,12:35pm,TEX-116,SEA+106,,,9 +100,9 -120,,,,,0028.csv
5-Apr,12:40pm,TEX-116,SEA+106,SEA-195,TEX+170,9 +100,9 -120,,,,,0028.csv
5-Apr,2:45pm,TEX-117,SEA+107,SEA-195,TEX+170,9 -110,9 -110,,,,,0028.csv
5-Apr,3:30pm,TEX-117,SEA+107,SEA-195,TEX+170,9 -115,9 -105,,,,,0028.csv
5-Apr,3:35pm,TEX-117,SEA+107,SEA-195,TEX+170,9 -120,9 +100,,,,,0028.csv
5-Apr,3:50pm,TEX-116,SEA+106,SEA-195,TEX+170,9 -120,9 +100,,,,,0028.csv
5-Apr,5:20pm,TEX-116,SEA+106,SEA-195,TEX+170,9 -125,9 +105,,,,,0028.csv
5-Apr,6:25pm,TEX-116,SEA+106,SEA-195,TEX+170,9 -130,9 +110,,,,,0028.csv
5-Apr,7:00pm,TEX-116,SEA+106,SEA-195,TEX+170,9 -125,9 +105,,,,,0028.csv
5-Apr,7:25pm,TEX-116,SEA+106,SEA-195,TEX+170,9 -130,9 +110,,,,,0028.csv
5-Apr,7:40pm,TEX-116,SEA+106,SEA-190,TEX+165,9 -130,9 +110,,,,,0028.csv
5-Apr,7:50pm,TEX-116,SEA+106,SEA-190,TEX+165,9 -125,9 +105,,,,,0028.csv
5-Apr,8:30pm,TEX-116,SEA+106,SEA-190,TEX+165,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,9:05pm,TEX-108,SEA-102,SEA-185,TEX+165,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,9:20pm,TEX-108,SEA-102,SEA-205,TEX+175,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,9:40pm,TEX-110,SEA+100,SEA-210,TEX+175,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,9:55pm,TEX-110,SEA+100,SEA-200,TEX+170,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,10:25pm,TEX-108,SEA-102,SEA-200,TEX+170,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,10:30pm,TEX-108,SEA-102,SEA-210,TEX+175,9.5 -110,9.5 -110,,,,,0028.csv
5-Apr,10:55pm,TEX-110,SEA+100,SEA-210,TEX+175,9.5 -110,9.5 -110,,,,,0028.csv
6-Apr,12:25am,TEX-108,SEA-102,SEA-210,TEX+175,9.5 -110,9.5 -110,,,,,0028.csv
6-Apr,12:25am,TEX-108,SEA-102,SEA-210,TEX+175,9.5 -110,9.5 -110,TEX-115,SEA-105,,,0028.csv
6-Apr,12:25am,TEX-108,SEA-102,SEA-210,TEX+175,9.5 -110,9.5 -110,TEX-115,SEA-105,SEA-130,TEX+100,0028.csv
6-Apr,1:40am,TEX-110,SEA+100,SEA-210,TEX+175,9.5 -110,9.5 -110,TEX-115,SEA-105,SEA-130,TEX+100,0028.csv
6-Apr,3:45am,TEX-106,SEA-104,SEA-210,TEX+175,9.5 -110,9.5 -110,TEX-115,SEA-105,SEA-130,TEX+100,0028.csv
6-Apr,3:50am,TEX-110,SEA+100,SEA-210,TEX+175,9.5 -110,9.5 -110,TEX-115,SEA-105,SEA-130,TEX+100,0028.csv
6-Apr,7:05am,TEX-110,SEA+100,SEA-210,TEX+175,9.5 -110,9.5 -110,TEX-110,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:10am,TEX-110,SEA+100,SEA-200,TEX+170,9.5 -110,9.5 -110,TEX-110,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:20am,TEX-110,SEA+100,SEA-200,TEX+170,9.5 -110,9.5 -110,TEX-110,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:25am,TEX-110,SEA+100,TEX-165,SEA+145,9.5 -110,9.5 -110,TEX-110,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:35am,TEX-110,SEA+100,SEA-200,TEX+170,9.5 -110,9.5 -110,TEX-110,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:40am,TEX-110,SEA+100,TEX-165,SEA+145,9.5 -110,9.5 -110,TEX-110,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:50am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -110,9.5 -110,TEX-102,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,8:55am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,TEX-102,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,9:00am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,TEX-102,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,9:05am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,TEX-102,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,9:10am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,TEX-102,SEA-110,SEA-130,TEX+100,0028.csv
6-Apr,9:10am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,TEX-102,SEA-110,SEA-125,TEX+105,0028.csv
6-Apr,9:25am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,9:30am,TEX-110,SEA+100,TEX-165,SEA+145,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,9:35am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,9:45am,SEA-116,TEX+106,TEX-160,SEA+140,9.5 -115,9.5 -105,SEA-120,TEX+100,SEA-125,TEX+105,0028.csv
6-Apr,9:45am,SEA-116,TEX+106,TEX-160,SEA+140,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,10:20am,SEA-116,TEX+106,TEX-160,SEA+140,9.5 -110,9.5 -110,SEA-120,TEX+100,SEA-125,TEX+105,0028.csv
6-Apr,10:25am,SEA-116,TEX+106,TEX-160,SEA+140,9.5 -115,9.5 -105,SEA-120,TEX+100,SEA-125,TEX+105,0028.csv
6-Apr,10:30am,SEA-116,TEX+106,TEX-160,SEA+140,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,10:55am,SEA-111,TEX+101,TEX-160,SEA+140,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:00am,SEA-110,TEX+100,TEX-165,SEA+145,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:15am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:25am,SEA-108,TEX-102,TEX-165,SEA+145,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:35am,SEA-111,TEX+101,TEX-165,SEA+145,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:40am,SEA-110,TEX+100,TEX-165,SEA+145,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:45am,SEA-115,TEX+105,TEX-165,SEA+145,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,11:55am,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,12:05pm,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -115,9.5 -105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,12:10pm,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,12:35pm,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -120,9.5 +100,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,12:40pm,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -125,9.5 +105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,12:55pm,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -125,9.5 +105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,1:00pm,SEA-115,TEX+105,TEX-160,SEA+140,9.5 -125,9.5 +105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,1:20pm,SEA-120,TEX+110,TEX-150,SEA+130,9.5 -125,9.5 +105,SEA-115,TEX+100,SEA-125,TEX+105,0028.csv
6-Apr,1:20pm,SEA-120,TEX+110,TEX-150,SEA+130,9.5 -125,9.5 +105,SEA-115,TEX-105,SEA-125,TEX+105,0028.csv
6-Apr,1:25pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -125,9.5 +105,SEA-115,TEX+100,SEA-125,TEX+105,0028.csv
6-Apr,1:25pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -125,9.5 +105,SEA-130,TEX+110,SEA-125,TEX+105,0028.csv
6-Apr,1:30pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -115,9.5 -105,SEA-130,TEX+110,SEA-125,TEX+105,0028.csv
6-Apr,1:35pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -110,9.5 -110,SEA-130,TEX+110,SEA-125,TEX+105,0028.csv
6-Apr,1:40pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -115,9.5 -105,SEA-130,TEX+110,SEA-125,TEX+105,0028.csv
6-Apr,1:40pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -115,9.5 -105,SEA-135,TEX+115,SEA-125,TEX+105,0028.csv
6-Apr,1:45pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -115,9.5 -105,SEA-130,TEX+110,SEA-125,TEX+105,0028.csv
6-Apr,1:50pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -115,9.5 -105,SEA-135,TEX+115,SEA-125,TEX+105,0028.csv
6-Apr,2:00pm,SEA-125,TEX+115,TEX-150,SEA+130,9.5 -110,9.5 -110,SEA-135,TEX+115,SEA-125,TEX+105,0028.csv
6-Apr,2:05pm,SEA-130,TEX+120,TEX-150,SEA+130,9.5 -110,9.5 -110,SEA-130,TEX+110,SEA-125,TEX+105,0028.csv
6-Apr,2:05pm,SEA-130,TEX+120,TEX-150,SEA+130,9.5 -110,9.5 -110,SEA-135,TEX+115,SEA-125,TEX+105,0028.csv
5-Apr,12:25pm,ARI-185,COL+175,,,9 -110,9 -110,,,,,0029.csv
5-Apr,12:30pm,ARI-180,COL+170,,,9 -110,9 -110,,,,,0029.csv
5-Apr,12:35pm,ARI-180,COL+170,,,9 +105,9 -125,,,,,0029.csv
5-Apr,12:40pm,ARI-180,COL+170,COL-125,ARI+105,9 +105,9 -125,,,,,0029.csv
5-Apr,2:45pm,ARI-178,COL+168,COL-125,ARI+105,8.5 -115,8.5 -105,,,,,0029.csv
5-Apr,3:35pm,ARI-172,COL+162,COL-125,ARI+105,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,3:40pm,ARI-168,COL+158,COL-135,ARI+115,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,3:45pm,ARI-167,COL+157,COL-135,ARI+115,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,5:50pm,ARI-167,COL+157,COL-140,ARI+120,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,7:25pm,ARI-170,COL+155,COL-140,ARI+120,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,9:20pm,ARI-170,COL+155,COL-145,ARI+125,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,11:15pm,ARI-165,COL+150,COL-145,ARI+125,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,11:20pm,ARI-170,COL+155,COL-145,ARI+125,8.5 -120,8.5 +100,,,,,0029.csv
5-Apr,11:50pm,ARI-170,COL+155,COL-145,ARI+125,8.5 -130,8.5 +110,,,,,0029.csv
6-Apr,12:20am,ARI-170,COL+150,COL-145,ARI+125,8.5 -130,8.5 +110,,,,,0029.csv
6-Apr,12:20am,ARI-170,COL+150,COL-145,ARI+125,8.5 -130,8.5 +110,ARI-175,COL+155,,,0029.csv
6-Apr,12:20am,ARI-170,COL+150,COL-145,ARI+125,8.5 -130,8.5 +110,ARI-175,COL+155,ARI-120,COL-110,0029.csv
6-Apr,12:30am,ARI-170,COL+155,COL-145,ARI+125,8.5 -130,8.5 +110,ARI-175,COL+155,ARI-120,COL-110,0029.csv
6-Apr,12:40am,ARI-170,COL+150,COL-145,ARI+125,9 -110,9 -110,ARI-175,COL+155,ARI-120,COL-110,0029.csv
6-Apr,12:55am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-175,COL+155,ARI-120,COL-110,0029.csv
6-Apr,3:05am,ARI-170,COL+150,COL-145,ARI+125,8.5 -130,8.5 +110,ARI-175,COL+155,ARI-120,COL-110,0029.csv
6-Apr,3:50am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-120,COL-110,0029.csv
6-Apr,3:50am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,3:50am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-175,COL+155,ARI-120,COL-110,0029.csv
6-Apr,4:50am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,6:15am,ARI-170,COL+155,COL-140,ARI+120,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,6:55am,ARI-170,COL+150,COL-140,ARI+120,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,7:05am,ARI-170,COL+150,COL-140,ARI+120,9 -110,9 -110,ARI-165,COL+145,ARI-120,COL-110,0029.csv
6-Apr,7:05am,ARI-170,COL+150,COL-140,ARI+120,9 -110,9 -110,ARI-165,COL+145,ARI-125,COL-105,0029.csv
6-Apr,7:20am,ARI-160,COL+145,COL-140,ARI+120,9 -110,9 -110,ARI-165,COL+145,ARI-120,COL-110,0029.csv
6-Apr,8:20am,ARI-160,COL+145,COL-140,ARI+120,9 -110,9 -110,ARI-165,COL+145,ARI-120,COL-110,0029.csv
6-Apr,8:25am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-165,COL+145,ARI-120,COL-110,0029.csv
6-Apr,8:25am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-165,COL+145,ARI-125,COL-105,0029.csv
6-Apr,8:55am,ARI-155,COL+145,COL-145,ARI+125,9 -110,9 -110,ARI-165,COL+145,ARI-125,COL-105,0029.csv
6-Apr,8:55am,ARI-155,COL+145,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,9:00am,ARI-155,COL+145,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,9:05am,ARI-170,COL+155,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,9:10am,ARI-147,COL+137,COL-145,ARI+125,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,9:10am,ARI-147,COL+137,COL-145,ARI+125,9 -110,9 -110,ARI-160,COL+140,ARI-125,COL-105,0029.csv
6-Apr,9:10am,ARI-147,COL+137,COL-145,ARI+125,9 -110,9 -110,ARI-170,COL+150,ARI-125,COL-105,0029.csv
6-Apr,9:15am,ARI-170,COL+155,COL-140,ARI+120,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,9:20am,ARI-170,COL+155,COL-150,ARI+130,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,9:50am,ARI-153,COL+138,COL-150,ARI+130,9 -110,9 -110,ARI-150,COL+135,ARI-120,COL+100,0029.csv
6-Apr,9:50am,ARI-153,COL+138,COL-150,ARI+130,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,9:55am,ARI-147,COL+137,COL-150,ARI+130,9 -110,9 -110,ARI-150,COL+135,ARI-120,COL+100,0029.csv
6-Apr,9:55am,ARI-147,COL+137,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,10:00am,ARI-170,COL+155,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,10:10am,ARI-150,COL+140,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,10:45am,ARI-147,COL+137,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,11:15am,ARI-150,COL+140,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,11:20am,ARI-147,COL+137,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,11:25am,ARI-150,COL+140,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,11:30am,ARI-154,COL+144,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,11:35am,ARI-150,COL+140,COL-150,ARI+130,9 -110,9 -110,ARI-155,COL+135,ARI-120,COL+100,0029.csv
6-Apr,11:35am,ARI-150,COL+140,COL-150,ARI+130,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,11:40am,ARI-155,COL+145,COL-150,ARI+130,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,12:20pm,ARI-155,COL+145,COL-150,ARI+130,9 -110,9 -110,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,12:40pm,ARI-155,COL+145,COL-150,ARI+130,9 -105,9 -115,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,12:55pm,ARI-160,COL+145,COL-150,ARI+130,9 -105,9 -115,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,1:15pm,ARI-155,COL+145,COL-150,ARI+130,9 +100,9 -120,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,2:00pm,ARI-155,COL+140,COL-150,ARI+130,9 +100,9 -120,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:00pm,ARI-155,COL+140,COL-150,ARI+130,9 +100,9 -120,ARI-160,COL+140,ARI-120,COL+100,0029.csv
6-Apr,2:05pm,ARI-155,COL+140,COL-150,ARI+130,9 +100,9 -120,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:10pm,ARI-155,COL+140,COL-150,ARI+130,9 +100,9 -120,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:25pm,ARI-155,COL+140,COL-150,ARI+130,9 -105,9 -115,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:30pm,ARI-155,COL+140,COL-150,ARI+130,8.5 -110,8.5 -110,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:35pm,ARI-155,COL+140,COL-160,ARI+140,8.5 -110,8.5 -110,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:40pm,ARI-155,COL+140,COL-150,ARI+130,8.5 -110,8.5 -110,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,2:45pm,ARI-155,COL+140,COL-160,ARI+140,8.5 -110,8.5 -110,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,3:10pm,ARI-155,COL+140,COL-160,ARI+140,8.5 -115,8.5 -105,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,3:25pm,ARI-155,COL+140,COL-160,ARI+140,8.5 -110,8.5 -110,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,3:40pm,ARI-145,COL+135,COL-160,ARI+140,8.5 -110,8.5 -110,ARI-150,COL+130,ARI-120,COL+100,0029.csv
6-Apr,3:55pm,ARI-145,COL+135,COL-160,ARI+140,8.5 -115,8.5 -105,ARI-150,COL+130,ARI-120,COL+100,0029.csv
5-Apr,12:25pm,MIA-150,DET+140,,,7 -110,7 -110,,,,,0030.csv
5-Apr,12:35pm,MIA-155,DET+145,,,7 -110,7 -110,,,,,0030.csv
5-Apr,12:45pm,MIA-155,DET+145,DET-170,MIA+150,7 -110,7 -110,,,,,0030.csv
5-Apr,2:45pm,MIA-151,DET+141,DET-170,MIA+150,7 -110,7 -110,,,,,0030.csv
5-Apr,3:35pm,MIA-149,DET+139,DET-170,MIA+150,7 -110,7 -110,,,,,0030.csv
5-Apr,3:45pm,MIA-152,DET+142,DET-170,MIA+150,7 -110,7 -110,,,,,0030.csv
5-Apr,4:15pm,MIA-151,DET+141,DET-165,MIA+145,7 -110,7 -110,,,,,0030.csv
5-Apr,4:20pm,MIA-153,DET+143,DET-165,MIA+145,7 -110,7 -110,,,,,0030.csv
5-Apr,4:25pm,MIA-153,DET+143,DET-170,MIA+150,7 -110,7 -110,,,,,0030.csv
5-Apr,8:30pm,MIA-153,DET+143,DET-165,MIA+145,7 -110,7 -110,,,,,0030.csv
5-Apr,11:00pm,MIA-153,DET+143,DET-170,MIA+150,7 -110,7 -110,,,,,0030.csv
6-Apr,12:30am,MIA-153,DET+143,DET-170,MIA+150,7 -110,7 -110,MIA-160,DET+140,,,0030.csv
6-Apr,12:30am,MIA-153,DET+143,DET-170,MIA+150,7 -110,7 -110,MIA-160,DET+140,MIA-153,DET-115,0030.csv
6-Apr,12:40am,MIA-153,DET+143,DET-165,MIA+145,7 -110,7 -110,MIA-160,DET+140,MIA-153,DET-115,0030.csv
6-Apr,12:50am,MIA-155,DET+140,DET-170,MIA+150,7 -110,7 -110,MIA-160,DET+140,MIA-155,DET-115,0030.csv
6-Apr,4:20am,MIA-155,DET+140,DET-170,MIA+150,7 -110,7 -110,MIA-160,DET+140,MIA-155,DET-115,0030.csv
6-Apr,7:05am,MIA-155,DET+140,DET-170,MIA+150,7 -110,7 -110,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,8:20am,MIA-155,DET+140,DET-170,MIA+150,7 -110,7 -110,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,8:40am,MIA-155,DET+140,DET-170,MIA+150,7 -110,7 -110,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,8:45am,MIA-155,DET+140,DET-170,MIA+150,7 -110,7 -110,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,8:50am,MIA-155,DET+140,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,8:55am,MIA-155,DET+140,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,9:00am,MIA-155,DET+140,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,9:10am,MIA-155,DET+140,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,9:10am,MIA-155,DET+140,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-155,DET-115,0030.csv
6-Apr,9:20am,MIA-145,DET+135,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,9:45am,MIA-139,DET+129,DET-170,MIA+150,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,10:00am,MIA-139,DET+129,DET-170,MIA+150,7 -120,7 +100,MIA-145,DET+125,MIA-115,DET-105,0030.csv
6-Apr,10:05am,MIA-139,DET+129,DET-170,MIA+150,7 -120,7 +100,MIA-150,DET+130,MIA-115,DET-105,0030.csv
6-Apr,10:45am,MIA-139,DET+129,DET-185,MIA+165,7 -120,7 +100,MIA-150,DET+130,MIA-115,DET-105,0030.csv
6-Apr,10:50am,MIA-145,DET+130,DET-185,MIA+165,7 -120,7 +100,MIA-150,DET+130,MIA-115,DET-105,0030.csv
6-Apr,10:55am,MIA-141,DET+131,DET-170,MIA+150,7 -120,7 +100,MIA-150,DET+130,MIA-115,DET-105,0030.csv
6-Apr,11:00am,MIA-145,DET+135,DET-160,MIA+140,7 -120,7 +100,MIA-150,DET+130,MIA-115,DET-105,0030.csv
6-Apr,11:00am,MIA-145,DET+135,DET-160,MIA+140,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,11:05am,MIA-155,DET+140,DET-160,MIA+140,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,11:35am,MIA-149,DET+139,DET-160,MIA+140,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,11:40am,MIA-155,DET+140,DET-160,MIA+140,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,11:45am,MIA-152,DET+142,DET-160,MIA+140,7 -120,7 +100,MIA-155,DET+135,MIA-115,DET-105,0030.csv
6-Apr,11:45am,MIA-152,DET+142,DET-160,MIA+140,7 -120,7 +100,MIA-160,DET+140,MIA-115,DET-105,0030.csv
6-Apr,11:50am,MIA-152,DET+142,DET-160,MIA+140,7 -120,7 +100,MIA-160,DET+140,MIA-115,DET-105,0030.csv
6-Apr,11:55am,MIA-157,DET+142,DET-160,MIA+140,7 -120,7 +100,MIA-160,DET+140,MIA-115,DET-105,0030.csv
6-Apr,12:00pm,MIA-160,DET+145,DET-160,MIA+140,7 -120,7 +100,MIA-160,DET+140,MIA-115,DET-105,0030.csv
